ShipmentID,Shipment date,Shipment Year,Shipment Month,Shipment Day,Shipment Mode,Shipment Days - Scheduled,Delay Shipment
3435,2015-06-09,2015,6,9,Same Day,3,On time
3436,2016-04-03,2016,4,3,First Class,1,Late
3437,2016-04-15,2016,4,15,First Class,1,Late
3438,2016-05-18,2016,5,18,Same Day,3,On time
3439,2016-12-08,2016,12,8,Second Class,2,On time
3440,2017-07-13,2017,7,13,Second Class,2,On time
3441,2016-09-10,2016,9,10,Standard Class,4,On time
3442,2016-12-29,2016,12,29,Second Class,2,On time
3443,2015-03-17,2015,3,17,Same Day,3,On time
3444,2015-11-25,2015,11,25,Second Class,2,Late
3445,2015-12-24,2015,12,24,Same Day,3,On time
3446,2016-04-09,2016,4,9,First Class,1,Late
3447,2016-04-12,2016,4,12,First Class,1,Late
3448,2016-06-07,2016,6,7,First Class,1,Late
3449,2016-08-17,2016,8,17,Same Day,3,Late
3450,2017-05-03,2017,5,3,Standard Class,4,Late
3451,2017-07-02,2017,7,2,Standard Class,4,Late
3452,2017-07-09,2017,7,9,Standard Class,4,Late
3453,2017-09-21,2017,9,21,Standard Class,4,Late
3454,2015-01-16,2015,1,16,Second Class,2,Late
3455,2015-03-02,2015,3,2,First Class,1,Late
3456,2017-04-23,2017,4,23,First Class,1,Late
3457,2017-11-17,2017,11,17,Standard Class,4,On time
3458,2017-10-24,2017,10,24,Second Class,2,Late
3459,2017-03-23,2017,3,23,Second Class,2,Late
3460,2016-06-04,2016,6,4,Second Class,2,On time
3461,2015-06-30,2015,6,30,Standard Class,4,Late
3462,2015-08-13,2015,8,13,Standard Class,4,Late
3463,2015-10-30,2015,10,30,Second Class,2,On time
3464,2016-05-02,2016,5,2,Second Class,2,On time
3465,2016-06-08,2016,6,8,First Class,1,On time
3466,2016-11-05,2016,11,5,First Class,1,Late
3467,2016-11-19,2016,11,19,Second Class,2,Late
3468,2017-03-16,2017,3,16,First Class,1,On time
3469,2017-04-10,2017,4,10,Standard Class,4,On time
3470,2017-07-24,2017,7,24,First Class,1,Late
3471,2015-02-19,2015,2,19,Second Class,2,On time
3472,2015-05-31,2015,5,31,Standard Class,4,On time
3473,2015-08-20,2015,8,20,Same Day,3,Late
3474,2016-05-29,2016,5,29,Same Day,3,Late
3475,2016-09-05,2016,9,5,Second Class,2,Late
3476,2016-11-11,2016,11,11,Standard Class,4,Late
3477,2016-12-13,2016,12,13,Second Class,2,Late
3478,2015-05-22,2015,5,22,Standard Class,4,Late
3479,2016-04-22,2016,4,22,First Class,1,On time
3480,2016-05-07,2016,5,7,First Class,1,On time
3481,2016-07-02,2016,7,2,Standard Class,4,Late
3482,2016-08-11,2016,8,11,First Class,1,Late
3483,2017-08-17,2017,8,17,Standard Class,4,Late
3484,2016-06-29,2016,6,29,First Class,1,Late
3485,2017-04-21,2017,4,21,Same Day,3,On time
3486,2015-01-03,2015,1,3,Standard Class,4,On time
3487,2016-04-02,2016,4,2,Second Class,2,On time
3488,2016-05-15,2016,5,15,Second Class,2,Late
3489,2016-06-26,2016,6,26,First Class,1,Late
3490,2015-04-24,2015,4,24,Standard Class,4,Late
3491,2015-01-07,2015,1,7,Second Class,2,On time
3492,2015-05-15,2015,5,15,Same Day,3,On time
3493,2015-05-22,2015,5,22,First Class,1,Late
3494,2016-03-30,2016,3,30,Same Day,3,On time
3495,2015-10-13,2015,10,13,Same Day,3,On time
3496,2016-02-08,2016,2,8,Same Day,3,On time
3497,2015-11-28,2015,11,28,Standard Class,4,Late
3498,2016-01-13,2016,1,13,Standard Class,4,Late
3499,2016-07-20,2016,7,20,Standard Class,4,On time
3500,2016-12-08,2016,12,8,Standard Class,4,Late
3501,2017-03-13,2017,3,13,Standard Class,4,Late
3502,2017-03-27,2017,3,27,Standard Class,4,Late
3503,2017-07-28,2017,7,28,Standard Class,4,On time
3504,2015-01-10,2015,1,10,Second Class,2,Late
3505,2015-03-23,2015,3,23,Second Class,2,Late
3506,2016-04-22,2016,4,22,Same Day,3,On time
3507,2016-05-24,2016,5,24,Second Class,2,Late
3508,2016-09-20,2016,9,20,Second Class,2,On time
3509,2016-12-08,2016,12,8,Second Class,2,Late
3510,2017-07-28,2017,7,28,First Class,1,On time
3511,2017-08-17,2017,8,17,First Class,1,On time
3512,2016-03-25,2016,3,25,Second Class,2,On time
3513,2016-11-14,2016,11,14,Standard Class,4,On time
3514,2017-05-03,2017,5,3,Standard Class,4,On time
3515,2017-08-02,2017,8,2,Standard Class,4,On time
3516,2015-04-12,2015,4,12,Standard Class,4,On time
3517,2015-06-18,2015,6,18,Standard Class,4,Late
3518,2015-06-28,2015,6,28,Standard Class,4,On time
3519,2016-04-25,2016,4,25,Standard Class,4,On time
3520,2016-06-14,2016,6,14,Standard Class,4,On time
3521,2017-05-12,2017,5,12,Standard Class,4,Late
3522,2017-06-06,2017,6,6,Standard Class,4,Late
3523,2017-06-04,2017,6,4,Standard Class,4,On time
3524,2016-05-03,2016,5,3,Standard Class,4,Late
3525,2016-05-18,2016,5,18,Standard Class,4,Late
3526,2016-12-14,2016,12,14,Standard Class,4,Late
3527,2017-09-24,2017,9,24,Second Class,2,Late
3528,2015-07-21,2015,7,21,First Class,1,On time
3529,2015-09-05,2015,9,5,Standard Class,4,On time
3530,2015-12-30,2015,12,30,First Class,1,On time
3531,2015-02-28,2015,2,28,First Class,1,Late
3532,2016-06-19,2016,6,19,First Class,1,Late
3533,2016-07-14,2016,7,14,First Class,1,Late
3534,2016-11-04,2016,11,4,Same Day,3,Late
3535,2017-01-16,2017,1,16,Standard Class,4,Late
3536,2016-09-13,2016,9,13,Standard Class,4,On time
3537,2016-04-18,2016,4,18,Standard Class,4,On time
3538,2016-09-22,2016,9,22,Standard Class,4,Late
3539,2017-06-11,2017,6,11,Standard Class,4,On time
3540,2015-04-14,2015,4,14,Standard Class,4,Late
3541,2015-06-07,2015,6,7,Standard Class,4,Late
3542,2016-03-01,2016,3,1,Second Class,2,Late
3543,2016-12-14,2016,12,14,Second Class,2,Late
3544,2017-01-18,2017,1,18,First Class,1,Late
3545,2017-06-09,2017,6,9,Second Class,2,On time
3546,2017-09-16,2017,9,16,First Class,1,Late
3547,2016-09-10,2016,9,10,Second Class,2,Late
3548,2016-11-25,2016,11,25,First Class,1,Late
3549,2017-02-05,2017,2,5,Standard Class,4,Late
3550,2017-04-12,2017,4,12,Standard Class,4,On time
3551,2015-03-23,2015,3,23,Standard Class,4,On time
3552,2015-06-30,2015,6,30,Standard Class,4,On time
3553,2016-07-02,2016,7,2,Standard Class,4,On time
3554,2016-11-18,2016,11,18,Standard Class,4,On time
3555,2017-01-14,2017,1,14,Standard Class,4,Late
3556,2017-03-07,2017,3,7,Standard Class,4,On time
3557,2017-08-09,2017,8,9,Standard Class,4,Late
3558,2015-04-07,2015,4,7,Standard Class,4,On time
3559,2015-07-04,2015,7,4,Standard Class,4,Late
3560,2015-11-19,2015,11,19,Standard Class,4,Late
3561,2015-12-26,2015,12,26,Standard Class,4,On time
3562,2016-04-23,2016,4,23,Second Class,2,Late
3563,2016-08-17,2016,8,17,First Class,1,Late
3564,2016-10-07,2016,10,7,Second Class,2,Late
3565,2016-10-11,2016,10,11,Second Class,2,Late
3566,2017-01-19,2017,1,19,Same Day,3,Late
3567,2015-01-07,2015,1,7,First Class,1,Late
3568,2015-03-14,2015,3,14,First Class,1,On time
3569,2015-08-18,2015,8,18,Second Class,2,On time
3570,2015-10-27,2015,10,27,First Class,1,On time
3571,2015-11-13,2015,11,13,First Class,1,On time
3572,2015-11-11,2015,11,11,Second Class,2,On time
3573,2015-11-18,2015,11,18,Second Class,2,On time
3574,2016-02-17,2016,2,17,First Class,1,On time
3575,2017-02-14,2017,2,14,Standard Class,4,Late
3576,2015-11-26,2015,11,26,Standard Class,4,On time
3577,2015-12-24,2015,12,24,Second Class,2,Late
3578,2015-12-27,2015,12,27,Same Day,3,Late
3579,2016-02-13,2016,2,13,Same Day,3,Late
3580,2016-10-13,2016,10,13,First Class,1,Late
3581,2017-08-17,2017,8,17,Same Day,3,On time
3582,2015-04-17,2015,4,17,Same Day,3,On time
3583,2015-06-07,2015,6,7,Second Class,2,Late
3584,2016-02-20,2016,2,20,Second Class,2,Late
3585,2017-05-29,2017,5,29,Same Day,3,On time
3586,2017-07-21,2017,7,21,Second Class,2,On time
3587,2015-01-19,2015,1,19,Standard Class,4,Late
3588,2015-11-08,2015,11,8,Same Day,3,Late
3589,2017-05-10,2017,5,10,Standard Class,4,On time
3590,2015-05-11,2015,5,11,Standard Class,4,Late
3591,2015-05-27,2015,5,27,Second Class,2,Late
3592,2015-11-22,2015,11,22,Standard Class,4,Late
3593,2016-02-07,2016,2,7,Same Day,3,On time
3594,2016-10-06,2016,10,6,Standard Class,4,On time
3595,2015-05-16,2015,5,16,Second Class,2,On time
3596,2015-06-21,2015,6,21,Second Class,2,On time
3597,2016-05-13,2016,5,13,Second Class,2,Late
3598,2015-01-13,2015,1,13,Standard Class,4,Late
3599,2015-02-01,2015,2,1,Standard Class,4,On time
3600,2015-06-27,2015,6,27,Standard Class,4,Late
3601,2015-12-30,2015,12,30,Standard Class,4,Late
3602,2016-07-06,2016,7,6,Standard Class,4,Late
3603,2016-09-17,2016,9,17,Standard Class,4,Late
3604,2017-03-17,2017,3,17,Standard Class,4,Late
3605,2015-12-24,2015,12,24,Standard Class,4,On time
3606,2017-01-15,2017,1,15,Same Day,3,Late
3607,2017-03-27,2017,3,27,First Class,1,Late
3608,2017-08-20,2017,8,20,First Class,1,Late
3609,2015-02-09,2015,2,9,First Class,1,On time
3610,2016-01-02,2016,1,2,Standard Class,4,Late
3611,2016-01-24,2016,1,24,Standard Class,4,Late
3612,2016-03-23,2016,3,23,Standard Class,4,Late
3613,2016-04-30,2016,4,30,First Class,1,Late
3614,2016-06-04,2016,6,4,Standard Class,4,Late
3615,2016-07-21,2016,7,21,Standard Class,4,Late
3616,2017-07-31,2017,7,31,Standard Class,4,Late
3617,2015-05-19,2015,5,19,Second Class,2,On time
3618,2015-09-01,2015,9,1,Standard Class,4,On time
3619,2015-09-03,2015,9,3,Second Class,2,Late
3620,2016-02-22,2016,2,22,Second Class,2,On time
3621,2016-05-24,2016,5,24,Same Day,3,On time
3622,2016-08-09,2016,8,9,First Class,1,On time
3623,2016-09-17,2016,9,17,Second Class,2,Late
3624,2017-06-06,2017,6,6,Same Day,3,Late
3625,2017-06-12,2017,6,12,First Class,1,Late
3626,2017-07-17,2017,7,17,First Class,1,Late
3627,2017-08-23,2017,8,23,Second Class,2,Late
3628,2017-08-27,2017,8,27,First Class,1,Late
3629,2017-09-01,2017,9,1,Same Day,3,Late
3630,2017-09-23,2017,9,23,Second Class,2,Late
3631,2015-03-16,2015,3,16,First Class,1,On time
3632,2016-03-08,2016,3,8,Second Class,2,On time
3633,2016-06-26,2016,6,26,Standard Class,4,Late
3634,2017-03-23,2017,3,23,Standard Class,4,Late
3635,2016-01-29,2016,1,29,Standard Class,4,On time
3636,2016-08-11,2016,8,11,Standard Class,4,Late
3637,2017-03-20,2017,3,20,Standard Class,4,Late
3638,2015-11-21,2015,11,21,First Class,1,Late
3639,2015-12-08,2015,12,8,Same Day,3,Late
3640,2016-07-22,2016,7,22,Same Day,3,Late
3641,2016-10-01,2016,10,1,Same Day,3,Late
3642,2016-10-04,2016,10,4,Second Class,2,Late
3643,2016-11-29,2016,11,29,Second Class,2,Late
3644,2017-01-02,2017,1,2,First Class,1,Late
3645,2017-04-05,2017,4,5,Second Class,2,Late
3646,2015-04-03,2015,4,3,Second Class,2,On time
3647,2015-06-07,2015,6,7,Second Class,2,On time
3648,2015-07-22,2015,7,22,Second Class,2,On time
3649,2015-08-22,2015,8,22,First Class,1,On time
3650,2016-02-14,2016,2,14,Standard Class,4,Late
3651,2016-04-13,2016,4,13,First Class,1,Late
3652,2017-08-19,2017,8,19,Standard Class,4,Late
3653,2017-09-07,2017,9,7,Second Class,2,Late
3654,2015-06-24,2015,6,24,First Class,1,On time
3655,2015-08-09,2015,8,9,Second Class,2,On time
3656,2016-11-02,2016,11,2,First Class,1,Late
3657,2017-02-27,2017,2,27,Same Day,3,Late
3658,2017-02-25,2017,2,25,First Class,1,Late
3659,2017-03-09,2017,3,9,First Class,1,Late
3660,2015-07-01,2015,7,1,Standard Class,4,On time
3661,2016-05-13,2016,5,13,Same Day,3,Late
3662,2016-06-15,2016,6,15,Standard Class,4,Late
3663,2017-01-09,2017,1,9,First Class,1,Late
3664,2017-03-08,2017,3,8,Second Class,2,Late
3665,2017-05-01,2017,5,1,Standard Class,4,Late
3666,2016-01-22,2016,1,22,Standard Class,4,Late
3667,2016-08-02,2016,8,2,First Class,1,On time
3668,2016-08-29,2016,8,29,First Class,1,On time
3669,2016-12-24,2016,12,24,Same Day,3,On time
3670,2016-12-24,2016,12,24,First Class,1,On time
3671,2017-04-04,2017,4,4,First Class,1,On time
3672,2017-04-04,2017,4,4,Second Class,2,On time
3673,2015-01-18,2015,1,18,First Class,1,On time
3674,2015-06-24,2015,6,24,Second Class,2,On time
3675,2015-08-05,2015,8,5,First Class,1,On time
3676,2015-09-25,2015,9,25,Same Day,3,On time
3677,2015-10-24,2015,10,24,Second Class,2,On time
3678,2015-11-15,2015,11,15,Second Class,2,On time
3679,2016-05-14,2016,5,14,First Class,1,On time
3680,2016-10-21,2016,10,21,First Class,1,On time
3681,2016-12-28,2016,12,28,First Class,1,On time
3682,2017-01-15,2017,1,15,First Class,1,On time
3683,2015-02-22,2015,2,22,Same Day,3,On time
3684,2015-03-30,2015,3,30,Second Class,2,On time
3685,2016-01-12,2016,1,12,First Class,1,On time
3686,2016-10-06,2016,10,6,First Class,1,Late
3687,2017-02-12,2017,2,12,Same Day,3,Late
3688,2015-07-17,2015,7,17,Same Day,3,On time
3689,2015-08-08,2015,8,8,Second Class,2,Late
3690,2015-09-22,2015,9,22,Standard Class,4,Late
3691,2015-10-04,2015,10,4,Same Day,3,Late
3692,2015-10-05,2015,10,5,Second Class,2,Late
3693,2016-01-15,2016,1,15,First Class,1,Late
3694,2016-01-27,2016,1,27,Second Class,2,Late
3695,2016-03-03,2016,3,3,Standard Class,4,Late
3696,2016-06-25,2016,6,25,First Class,1,Late
3697,2016-07-02,2016,7,2,First Class,1,Late
3698,2016-07-24,2016,7,24,Standard Class,4,Late
3699,2016-12-26,2016,12,26,Second Class,2,Late
3700,2017-08-09,2017,8,9,Second Class,2,Late
3701,2017-10-03,2017,10,3,Standard Class,4,On time
3702,2015-01-22,2015,1,22,Second Class,2,Late
3703,2015-10-08,2015,10,8,Second Class,2,Late
3704,2016-05-23,2016,5,23,Second Class,2,On time
3705,2016-05-26,2016,5,26,Second Class,2,Late
3706,2016-08-11,2016,8,11,Second Class,2,On time
3707,2016-10-17,2016,10,17,Second Class,2,On time
3708,2016-11-12,2016,11,12,First Class,1,Late
3709,2017-05-11,2017,5,11,Standard Class,4,Late
3710,2017-07-27,2017,7,27,Standard Class,4,On time
3711,2017-09-04,2017,9,4,Standard Class,4,On time
3712,2015-01-24,2015,1,24,Standard Class,4,Late
3713,2015-12-02,2015,12,2,Standard Class,4,Late
3714,2016-07-15,2016,7,15,Standard Class,4,On time
3715,2017-05-09,2017,5,9,Standard Class,4,On time
3716,2015-10-01,2015,10,1,Standard Class,4,On time
3717,2015-07-15,2015,7,15,Same Day,3,On time
3718,2016-02-17,2016,2,17,Same Day,3,On time
3719,2016-02-24,2016,2,24,First Class,1,On time
3720,2016-04-14,2016,4,14,First Class,1,On time
3721,2016-08-24,2016,8,24,Standard Class,4,On time
3722,2016-11-29,2016,11,29,First Class,1,On time
3723,2017-10-01,2017,10,1,Same Day,3,Late
3724,2017-09-30,2017,9,30,Second Class,2,Late
3725,2015-01-05,2015,1,5,Second Class,2,On time
3726,2015-01-16,2015,1,16,First Class,1,On time
3727,2015-05-27,2015,5,27,First Class,1,On time
3728,2015-07-26,2015,7,26,First Class,1,On time
3729,2015-07-31,2015,7,31,First Class,1,On time
3730,2015-09-22,2015,9,22,First Class,1,On time
3731,2015-03-20,2015,3,20,Second Class,2,Late
3732,2015-04-03,2015,4,3,Second Class,2,Late
3733,2015-09-23,2015,9,23,First Class,1,On time
3734,2015-09-26,2015,9,26,Second Class,2,On time
3735,2016-02-01,2016,2,1,First Class,1,On time
3736,2016-02-03,2016,2,3,Second Class,2,On time
3737,2016-02-04,2016,2,4,First Class,1,On time
3738,2016-03-31,2016,3,31,Second Class,2,Late
3739,2016-05-20,2016,5,20,Standard Class,4,Late
3740,2016-08-17,2016,8,17,Second Class,2,Late
3741,2017-01-29,2017,1,29,Second Class,2,Late
3742,2017-08-04,2017,8,4,First Class,1,Late
3743,2015-03-21,2015,3,21,Second Class,2,On time
3744,2015-07-06,2015,7,6,Second Class,2,On time
3745,2016-01-22,2016,1,22,Second Class,2,Late
3746,2016-02-20,2016,2,20,Standard Class,4,Late
3747,2016-06-24,2016,6,24,Same Day,3,On time
3748,2016-08-20,2016,8,20,First Class,1,On time
3749,2017-04-28,2017,4,28,Same Day,3,On time
3750,2017-10-03,2017,10,3,Standard Class,4,Late
3751,2015-04-22,2015,4,22,Second Class,2,On time
3752,2015-06-01,2015,6,1,Second Class,2,On time
3753,2015-06-25,2015,6,25,First Class,1,On time
3754,2015-09-25,2015,9,25,Second Class,2,On time
3755,2016-03-11,2016,3,11,First Class,1,On time
3756,2016-09-22,2016,9,22,First Class,1,On time
3757,2017-02-24,2017,2,24,Second Class,2,On time
3758,2015-08-14,2015,8,14,First Class,1,On time
3759,2015-11-03,2015,11,3,Same Day,3,On time
3760,2015-08-23,2015,8,23,First Class,1,On time
3761,2015-12-04,2015,12,4,Standard Class,4,On time
3762,2016-07-24,2016,7,24,Second Class,2,On time
3763,2017-06-21,2017,6,21,Same Day,3,Late
3764,2015-06-22,2015,6,22,Second Class,2,On time
3765,2015-07-03,2015,7,3,Second Class,2,On time
3766,2015-09-09,2015,9,9,First Class,1,On time
3767,2015-11-28,2015,11,28,Second Class,2,On time
3768,2015-11-28,2015,11,28,Standard Class,4,On time
3769,2016-08-30,2016,8,30,First Class,1,On time
3770,2016-09-04,2016,9,4,First Class,1,On time
3771,2017-08-01,2017,8,1,Same Day,3,On time
3772,2017-09-13,2017,9,13,First Class,1,On time
3773,2015-03-27,2015,3,27,Second Class,2,On time
3774,2015-08-25,2015,8,25,Same Day,3,On time
3775,2015-11-01,2015,11,1,Second Class,2,On time
3776,2016-09-12,2016,9,12,Standard Class,4,On time
3777,2017-01-09,2017,1,9,Second Class,2,On time
3778,2017-03-18,2017,3,18,Second Class,2,On time
3779,2017-05-20,2017,5,20,Same Day,3,Late
3780,2015-06-26,2015,6,26,First Class,1,On time
3781,2015-07-07,2015,7,7,Same Day,3,On time
3782,2016-11-14,2016,11,14,Same Day,3,Late
3783,2017-01-09,2017,1,9,Second Class,2,Late
3784,2017-01-14,2017,1,14,First Class,1,Late
3785,2015-02-23,2015,2,23,Same Day,3,On time
3786,2016-03-01,2016,3,1,Second Class,2,On time
3787,2016-10-13,2016,10,13,Second Class,2,Late
3788,2016-11-08,2016,11,8,Standard Class,4,Late
3789,2017-01-11,2017,1,11,Second Class,2,Late
3790,2017-02-17,2017,2,17,Standard Class,4,Late
3791,2017-03-30,2017,3,30,Standard Class,4,Late
3792,2017-08-06,2017,8,6,Second Class,2,Late
3793,2015-06-04,2015,6,4,Standard Class,4,Late
3794,2015-10-29,2015,10,29,Same Day,3,Late
3795,2016-03-11,2016,3,11,Standard Class,4,Late
3796,2016-08-20,2016,8,20,Same Day,3,On time
3797,2017-07-03,2017,7,3,Standard Class,4,Late
3798,2015-07-08,2015,7,8,First Class,1,On time
3799,2015-07-12,2015,7,12,Same Day,3,On time
3800,2015-10-26,2015,10,26,Second Class,2,On time
3801,2016-02-11,2016,2,11,Second Class,2,On time
3802,2017-01-15,2017,1,15,First Class,1,Late
3803,2015-01-28,2015,1,28,Same Day,3,On time
3804,2015-03-14,2015,3,14,Second Class,2,On time
3805,2015-07-14,2015,7,14,First Class,1,On time
3806,2016-06-18,2016,6,18,Standard Class,4,Late
3807,2017-08-30,2017,8,30,Standard Class,4,Late
3808,2017-06-16,2017,6,16,Second Class,2,Late
3809,2015-01-29,2015,1,29,Same Day,3,On time
3810,2016-09-28,2016,9,28,Second Class,2,Late
3811,2016-11-01,2016,11,1,Second Class,2,On time
3812,2015-03-07,2015,3,7,Second Class,2,On time
3813,2016-07-28,2016,7,28,Second Class,2,Late
3814,2017-05-24,2017,5,24,Second Class,2,Late
3815,2017-08-13,2017,8,13,First Class,1,Late
3816,2015-12-16,2015,12,16,Second Class,2,Late
3817,2016-06-11,2016,6,11,First Class,1,Late
3818,2016-07-04,2016,7,4,Same Day,3,On time
3819,2017-01-30,2017,1,30,Second Class,2,Late
3820,2015-01-05,2015,1,5,First Class,1,Late
3821,2015-05-05,2015,5,5,Second Class,2,On time
3822,2015-05-14,2015,5,14,Standard Class,4,Late
3823,2016-05-08,2016,5,8,Standard Class,4,Late
3824,2016-09-04,2016,9,4,Second Class,2,On time
3825,2017-01-20,2017,1,20,Standard Class,4,On time
3826,2015-02-06,2015,2,6,Standard Class,4,On time
3827,2015-03-24,2015,3,24,Same Day,3,On time
3828,2017-01-28,2017,1,28,Same Day,3,On time
3829,2017-06-17,2017,6,17,Same Day,3,On time
3830,2015-01-15,2015,1,15,Standard Class,4,Late
3831,2016-12-26,2016,12,26,Standard Class,4,On time
3832,2017-07-19,2017,7,19,Second Class,2,Late
3833,2017-01-01,2017,1,1,First Class,1,Late
3834,2017-06-12,2017,6,12,Second Class,2,On time
3835,2017-05-23,2017,5,23,Standard Class,4,On time
3836,2015-01-30,2015,1,30,First Class,1,Late
3837,2015-04-07,2015,4,7,Second Class,2,On time
3838,2015-04-11,2015,4,11,First Class,1,On time
3839,2015-08-01,2015,8,1,Same Day,3,Late
3840,2017-03-15,2017,3,15,Standard Class,4,On time
3841,2017-05-07,2017,5,7,Standard Class,4,Late
3842,2015-03-19,2015,3,19,Same Day,3,Late
3843,2015-07-29,2015,7,29,Standard Class,4,On time
3844,2015-08-26,2015,8,26,Same Day,3,Late
3845,2017-01-17,2017,1,17,First Class,1,Late
3846,2017-03-17,2017,3,17,Second Class,2,On time
3847,2017-04-03,2017,4,3,Standard Class,4,Late
3848,2017-04-09,2017,4,9,Same Day,3,Late
3849,2015-04-02,2015,4,2,Standard Class,4,Late
3850,2015-02-04,2015,2,4,Standard Class,4,Late
3851,2015-08-28,2015,8,28,Standard Class,4,Late
3852,2015-09-12,2015,9,12,Second Class,2,Late
3853,2015-09-17,2015,9,17,First Class,1,Late
3854,2015-01-27,2015,1,27,Second Class,2,Late
3855,2015-01-31,2015,1,31,First Class,1,Late
3856,2016-03-14,2016,3,14,Same Day,3,On time
3857,2016-10-21,2016,10,21,First Class,1,Late
3858,2017-06-18,2017,6,18,Second Class,2,Late
3859,2016-12-22,2016,12,22,Second Class,2,Late
3860,2015-02-19,2015,2,19,Same Day,3,Late
3861,2015-03-01,2015,3,1,Second Class,2,On time
3862,2015-07-04,2015,7,4,First Class,1,Late
3863,2015-08-25,2015,8,25,First Class,1,Late
3864,2015-10-13,2015,10,13,Second Class,2,Late
3865,2015-12-05,2015,12,5,Standard Class,4,Late
3866,2015-03-27,2015,3,27,Standard Class,4,Late
3867,2015-06-09,2015,6,9,Second Class,2,Late
3868,2015-07-08,2015,7,8,Standard Class,4,Late
3869,2015-07-13,2015,7,13,First Class,1,Late
3870,2015-08-25,2015,8,25,Standard Class,4,Late
3871,2015-10-30,2015,10,30,Same Day,3,Late
3872,2016-01-02,2016,1,2,Same Day,3,Late
3873,2016-01-28,2016,1,28,Second Class,2,On time
3874,2016-08-14,2016,8,14,Same Day,3,On time
3875,2016-11-04,2016,11,4,First Class,1,On time
3876,2017-06-25,2017,6,25,First Class,1,Late
3877,2017-08-29,2017,8,29,First Class,1,Late
3878,2015-10-15,2015,10,15,Second Class,2,Late
3879,2017-02-13,2017,2,13,Same Day,3,On time
3880,2017-06-16,2017,6,16,First Class,1,Late
3881,2017-07-17,2017,7,17,Second Class,2,Late
3882,2016-02-13,2016,2,13,Second Class,2,On time
3883,2017-02-14,2017,2,14,Second Class,2,On time
3884,2017-05-20,2017,5,20,Second Class,2,Late
3885,2017-09-06,2017,9,6,Same Day,3,On time
3886,2016-03-18,2016,3,18,Standard Class,4,Late
3887,2017-02-16,2017,2,16,Standard Class,4,On time
3888,2015-08-31,2015,8,31,Same Day,3,Late
3889,2015-08-29,2015,8,29,Same Day,3,Late
3890,2015-09-09,2015,9,9,Same Day,3,On time
3891,2015-11-04,2015,11,4,First Class,1,Late
3892,2016-01-09,2016,1,9,First Class,1,Late
3893,2016-01-21,2016,1,21,Second Class,2,On time
3894,2016-08-16,2016,8,16,Standard Class,4,On time
3895,2016-12-04,2016,12,4,Standard Class,4,Late
3896,2016-01-18,2016,1,18,Standard Class,4,Late
3897,2015-01-05,2015,1,5,Standard Class,4,On time
3898,2015-07-31,2015,7,31,Standard Class,4,On time
3899,2015-08-27,2015,8,27,First Class,1,Late
3900,2015-10-24,2015,10,24,First Class,1,Late
3901,2015-11-26,2015,11,26,Same Day,3,Late
3902,2016-11-17,2016,11,17,Second Class,2,Late
3903,2015-05-08,2015,5,8,Standard Class,4,Late
3904,2016-03-02,2016,3,2,Standard Class,4,On time
3905,2015-04-13,2015,4,13,Second Class,2,Late
3906,2015-10-20,2015,10,20,Same Day,3,On time
3907,2016-05-12,2016,5,12,Second Class,2,On time
3908,2016-08-07,2016,8,7,Second Class,2,Late
3909,2015-07-31,2015,7,31,Standard Class,4,Late
3910,2016-10-16,2016,10,16,Standard Class,4,Late
3911,2015-05-17,2015,5,17,Same Day,3,On time
3912,2016-01-22,2016,1,22,First Class,1,On time
3913,2016-04-11,2016,4,11,Second Class,2,On time
3914,2016-08-20,2016,8,20,Standard Class,4,On time
3915,2017-02-17,2017,2,17,Standard Class,4,On time
3916,2017-02-27,2017,2,27,Standard Class,4,On time
3917,2017-07-06,2017,7,6,Second Class,2,Late
3918,2015-04-04,2015,4,4,Same Day,3,Late
3919,2016-03-04,2016,3,4,Standard Class,4,Late
3920,2015-03-11,2015,3,11,First Class,1,Late
3921,2015-05-08,2015,5,8,Standard Class,4,On time
3922,2015-08-18,2015,8,18,Same Day,3,On time
3923,2016-04-27,2016,4,27,Second Class,2,On time
3924,2016-12-20,2016,12,20,First Class,1,Late
3925,2016-02-16,2016,2,16,First Class,1,Late
3926,2015-09-08,2015,9,8,Second Class,2,On time
3927,2016-12-25,2016,12,25,Second Class,2,On time
3928,2015-05-21,2015,5,21,Same Day,3,On time
3929,2016-06-13,2016,6,13,Second Class,2,Late
3930,2016-02-05,2016,2,5,Same Day,3,On time
3931,2017-03-25,2017,3,25,First Class,1,Late
3932,2017-03-29,2017,3,29,Standard Class,4,Late
3933,2015-05-03,2015,5,3,Second Class,2,Late
3934,2016-03-08,2016,3,8,Second Class,2,Late
3935,2016-05-07,2016,5,7,Same Day,3,On time
3936,2016-06-28,2016,6,28,Second Class,2,Late
3937,2017-05-14,2017,5,14,Same Day,3,On time
3938,2015-01-22,2015,1,22,Second Class,2,On time
3939,2015-01-30,2015,1,30,Second Class,2,Late
3940,2015-02-02,2015,2,2,First Class,1,Late
3941,2015-03-24,2015,3,24,Standard Class,4,Late
3942,2015-04-20,2015,4,20,Same Day,3,Late
3943,2015-07-11,2015,7,11,Same Day,3,Late
3944,2015-09-20,2015,9,20,Same Day,3,Late
3945,2015-09-25,2015,9,25,Second Class,2,Late
3946,2015-10-14,2015,10,14,First Class,1,Late
3947,2015-01-23,2015,1,23,Second Class,2,Late
3948,2015-01-29,2015,1,29,Second Class,2,Late
3949,2016-10-05,2016,10,5,Second Class,2,On time
